Unnamed: 0,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,MOST_SEVERE_INJURY,CRASH_HOUR,CRASH_MONTH,LATITUDE,LONGITUDE,CRASH_YEAR,SPEED_LIMIT,geometry,DISPLAYROU,the_geom,DIST,LANE_TYPE,CRASH_DATE,is_severe,index_right,CArea
65,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,NO INDICATION OF INJURY,9,2,41.9391474324,-87.7139273171,2018,30,POINT (-87.7139273171 41.9391474324),,,,,2018-02-10,False,15,Irving Park
66,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,NO INDICATION OF INJURY,19,2,41.8806012751,-87.6410073768,2018,30,POINT (-87.6410073768 41.8806012751),,,,,2018-02-13,False,27,Near West Side
67,25,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",,NONINCAPACITATING INJURY,17,2,41.8912226252,-87.6459787524,2018,25,POINT (-87.6459787524 41.8912226252),,,,,2018-02-14,False,7,Near North Side
68,30,OTHER REG. SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,,INCAPACITATING INJURY,18,2,41.8742351207,-87.6702850528,2018,30,POINT (-87.6702850528 41.8742351207),,,,,2018-02-14,True,27,Near West Side
69,30,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,N,INCAPACITATING INJURY,19,2,41.9286298597,-87.6424504337,2018,30,POINT (-87.6424504337 41.9286298597),,,,,2018-02-14,True,6,Lincoln Park
70,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,Y,NONINCAPACITATING INJURY,13,2,41.9744747317,-87.6548139159,2018,30,POINT (-87.6548139159 41.9744747317),,,,,2018-02-15,False,2,Uptown
71,15,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,17,2,41.9257794202,-87.7608321431,2018,15,POINT (-87.7608321431 41.9257794202),,,,,2018-02-15,False,18,Belmont Cragin
72,35,UNKNOWN,UNKNOWN,CLOUDY/OVERCAST,DARKNESS,PEDALCYCLIST,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NOT APPLICABLE,NOT APPLICABLE,Y,NONINCAPACITATING INJURY,20,2,41.9329023466,-87.6452801529,2018,35,POINT (-87.6452801529 41.9329023466),,,,,2018-02-15,False,5,Lake View
73,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DRIVING ON WRONG SIDE/WRONG WAY,WEATHER,,"REPORTED, NOT EVIDENT",16,2,41.8867206702,-87.6611233202,2018,30,POINT (-87.6611233202 41.8867206702),,,,,2018-02-16,False,27,Near West Side
74,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER LANE USAGE,FAILING TO YIELD RIGHT-OF-WAY,,NO INDICATION OF INJURY,18,2,41.8723864341,-87.629583433,2018,30,POINT (-87.629583433 41.8723864341),,,,,2018-02-16,False,31,Loop
75,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,,NONINCAPACITATING INJURY,17,2,41.8809385039,-87.6242713083,2018,30,POINT (-87.6242713083 41.8809385039),,,,,2018-02-17,False,31,Loop
76,30,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,Y,WEATHER,FAILING TO YIELD RIGHT-OF-WAY,,INCAPACITATING INJURY,19,2,41.9851282827,-87.7696514463,2018,30,POINT (-87.7696514463 41.9851282827),,,,,2018-02-17,True,10,Jefferson Park
77,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,20,2,41.7805423915,-87.6043267839,2018,20,POINT (-87.6043267839 41.7805423915),,,,,2018-02-17,False,41,Woodlawn
78,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,Y,FAILING TO REDUCE SPEED TO AVOID CRASH,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),,INCAPACITATING INJURY,21,2,41.9253946516,-87.6558820564,2018,35,POINT (-87.6558820564 41.9253946516),,,,,2018-02-18,True,6,Lincoln Park
79,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,,NO INDICATION OF INJURY,23,2,41.9095839966,-87.6277562763,2018,25,POINT (-87.6277562763 41.9095839966),,,,,2018-02-18,False,7,Near North Side
80,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,Y,NO INDICATION OF INJURY,9,2,41.8578927087,-87.6667016217,2018,30,POINT (-87.6667016217 41.8578927087),,,,,2018-02-20,False,27,Near West Side
81,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,,NO INDICATION OF INJURY,16,2,41.8616960884,-87.6579152169,2018,30,POINT (-87.6579152169 41.8616960884),,,,,2018-02-20,False,27,Near West Side
82,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,8,2,41.918018028,-87.6695193438,2018,30,POINT (-87.6695193438 41.918018028),,,,,2018-02-21,False,6,Lincoln Park
83,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,Y,NO INDICATION OF INJURY,16,2,41.8803340992,-87.6365802377,2018,30,POINT (-87.6365802377 41.8803340992),,,,,2018-02-21,False,27,Near West Side
84,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,N,"REPORTED, NOT EVIDENT",16,2,41.8527632171,-87.6349355501,2018,30,POINT (-87.6349355501 41.8527632171),,,,,2018-02-22,False,32,Near South Side
85,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,,NO INDICATION OF INJURY,17,2,41.8884265119,-87.6240513275,2018,30,POINT (-87.6240513275 41.8884265119),,,,,2018-02-22,False,7,Near North Side
86,20,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,,NO INDICATION OF INJURY,19,2,41.8927105846,-87.6201306584,2018,20,POINT (-87.6201306584 41.8927105846),,,,,2018-02-22,False,7,Near North Side
87,30,NO CONTROLS,UNKNOWN,UNKNOWN,DARKNESS,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,NONINCAPACITATING INJURY,20,2,41.7792269207,-87.6740527314,2018,30,POINT (-87.6740527314 41.7792269207),,,,,2018-02-22,False,66,Englewood
88,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,14,2,41.7927802728,-87.7880761418,2018,30,POINT (-87.7880761418 41.7927802728),,,,,2018-02-23,False,55,Garfield Ridge
89,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,NONINCAPACITATING INJURY,16,2,41.6776170559,-87.6631131459,2018,30,POINT (-87.6631131459 41.6776170559),,,,,2018-02-24,False,74,Morgan Park
90,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,NONINCAPACITATING INJURY,15,2,41.9537433213,-87.7292540671,2018,35,POINT (-87.7292540671 41.9537433213),,,,,2018-02-25,False,15,Irving Park
91,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,NOT APPLICABLE,N,NONINCAPACITATING INJURY,7,2,41.8853016367,-87.7207152702,2018,35,POINT (-87.7207152702 41.8853016367),,,,,2018-02-26,False,25,Garfield Park
92,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,INCAPACITATING INJURY,8,2,41.9176633692,-87.6898870774,2018,30,POINT (-87.6898870774 41.9176633692),,,,,2018-02-26,True,21,Logan Square
93,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,"REPORTED, NOT EVIDENT",14,2,41.7706327089,-87.640396502,2018,30,POINT (-87.640396502 41.7706327089),,,,,2018-02-26,False,67,Englewood
94,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,17,2,41.9691769396,-87.6564514625,2018,30,POINT (-87.6564514625 41.9691769396),,,,,2018-02-26,False,2,Uptown
95,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,15,2,42.0014569725,-87.6901261794,2018,20,POINT (-87.6901261794 42.0014569725),,,,,2018-02-27,False,1,West Ridge
96,30,LANE USE MARKING,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,15,2,41.9203738606,-87.6775704972,2018,30,POINT (-87.6775704972 41.9203738606),,,,,2018-02-27,False,6,Lincoln Park
97,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,,INCAPACITATING INJURY,16,2,41.903825234,-87.64328636,2018,30,POINT (-87.64328636 41.903825234),,,,,2018-02-27,True,7,Near North Side
98,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,INCAPACITATING INJURY,16,2,41.9290595244,-87.785579651,2018,35,POINT (-87.785579651 41.9290595244),,,,,2018-02-27,True,18,Belmont Cragin
99,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,FAILING TO YIELD RIGHT-OF-WAY,,INCAPACITATING INJURY,10,2,41.786780948,-87.6705205287,2018,30,POINT (-87.6705205287 41.786780948),,,,,2018-02-28,True,66,Englewood
100,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER TURNING/NO SIGNAL,,NONINCAPACITATING INJURY,15,2,41.9106251636,-87.6755920299,2018,30,POINT (-87.6755920299 41.9106251636),,,,,2018-02-28,False,23,West Town
101,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,EXCEEDING SAFE SPEED FOR CONDITIONS,NOT APPLICABLE,,NO INDICATION OF INJURY,15,3,41.7987469318,-87.7442904362,2018,30,POINT (-87.7442904362 41.7987469318),,,,,2018-03-01,False,55,Garfield Ridge
102,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,IMPROPER LANE USAGE,IMPROPER OVERTAKING/PASSING,,NONINCAPACITATING INJURY,7,3,41.9752566788,-87.6639106999,2018,20,POINT (-87.6639106999 41.9752566788),,,,,2018-03-02,False,2,Uptown
103,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,DISTRACTION - FROM OUTSIDE VEHICLE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",,NONINCAPACITATING INJURY,16,3,42.0080344314,-87.6650743137,2018,30,POINT (-87.6650743137 42.0080344314),,,,,2018-03-02,False,0,Rogers Park
104,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,16,3,41.9245395003,-87.7367273497,2018,30,POINT (-87.7367273497 41.9245395003),,,,,2018-03-02,False,19,Hermosa
105,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,18,3,41.8671252507,-87.6470648083,2018,35,POINT (-87.6470648083 41.8671252507),,,,,2018-03-02,False,27,Near West Side
106,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,3,3,41.7993392672,-87.5974075608,2018,30,POINT (-87.5974075608 41.7993392672),,,,,2018-03-04,False,40,Hyde Park
107,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,16,3,41.8844734996,-87.7455707869,2018,30,POINT (-87.7455707869 41.8844734996),,,,,2018-03-04,False,24,Austin
108,15,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,,NONINCAPACITATING INJURY,8,3,41.8496152224,-87.7199670595,2018,15,POINT (-87.7199670595 41.8496152224),,,,,2018-03-05,False,28,North Lawndale
109,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,15,3,41.9326758629,-87.6456540207,2018,30,POINT (-87.6456540207 41.9326758629),,,,,2018-03-05,False,5,Lake View
110,30,OTHER REG. SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,NO INDICATION OF INJURY,19,3,41.7950825324,-87.588312939,2018,30,POINT (-87.588312939 41.7950825324),,,,,2018-03-05,False,40,Hyde Park
111,35,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,,UNABLE TO DETERMINE,WEATHER,,NO INDICATION OF INJURY,20,3,41.9257729328,-87.648921079,2018,35,POINT (-87.648921079 41.9257729328),,,,,2018-03-05,False,6,Lincoln Park
112,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,DISREGARDING TRAFFIC SIGNALS,FAILING TO REDUCE SPEED TO AVOID CRASH,,NONINCAPACITATING INJURY,6,3,41.8578427764,-87.6659934364,2018,30,POINT (-87.6659934364 41.8578427764),,,,,2018-03-06,False,27,Near West Side
113,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT ON HILLCREST,WET,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,16,3,41.890077898,-87.6477560898,2018,30,POINT (-87.6477560898 41.890077898),,,,,2018-03-06,False,7,Near North Side
114,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,Y,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,NONINCAPACITATING INJURY,8,3,41.8891651201,-87.6414741801,2018,30,POINT (-87.6414741801 41.8891651201),,,,,2018-03-07,False,7,Near North Side
115,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,,"REPORTED, NOT EVIDENT",15,3,41.8857963123,-87.6296461541,2018,30,POINT (-87.6296461541 41.8857963123),,,,,2018-03-08,False,31,Loop
116,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING YIELD SIGN,,NONINCAPACITATING INJURY,7,3,41.8981701101,-87.6328935432,2018,30,POINT (-87.6328935432 41.8981701101),,,,,2018-03-09,False,7,Near North Side
117,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,Y,NO INDICATION OF INJURY,8,3,41.8830898469,-87.6373812836,2018,30,POINT (-87.6373812836 41.8830898469),,,,,2018-03-09,False,27,Near West Side
118,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",,INCAPACITATING INJURY,14,3,41.9155624226,-87.6752901577,2018,30,POINT (-87.6752901577 41.9155624226),,,,,2018-03-09,True,6,Lincoln Park
119,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,15,3,41.925291509,-87.6659105053,2018,30,POINT (-87.6659105053 41.925291509),,,,,2018-03-09,False,6,Lincoln Park
120,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,INCAPACITATING INJURY,18,3,41.9123473821,-87.6773600627,2018,30,POINT (-87.6773600627 41.9123473821),,,,,2018-03-09,True,6,Lincoln Park
121,30,UNKNOWN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,Y,"REPORTED, NOT EVIDENT",20,3,41.9388524408,-87.736980572,2018,30,POINT (-87.736980572 41.9388524408),,,,,2018-03-09,False,19,Hermosa
122,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,NOT APPLICABLE,NOT APPLICABLE,Y,NO INDICATION OF INJURY,13,3,41.8668235673,-87.6790631541,2018,30,POINT (-87.6790631541 41.8668235673),,,,,2018-03-10,False,27,Near West Side
123,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NO INDICATION OF INJURY,14,3,41.7853547236,-87.7695868663,2018,25,POINT (-87.7695868663 41.7853547236),,,,,2018-03-10,False,55,Garfield Ridge
124,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,NONINCAPACITATING INJURY,18,3,41.913942211,-87.7360879104,2018,30,POINT (-87.7360879104 41.913942211),,,,,2018-03-10,False,19,Hermosa
125,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,UNABLE TO DETERMINE,NOT APPLICABLE,Y,NONINCAPACITATING INJURY,1,3,41.9102509232,-87.7070236502,2018,30,POINT (-87.7070236502 41.9102509232),,,,,2018-03-11,False,22,Humboldt Park
126,30,OTHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,,FAILING TO YIELD RIGHT-OF-WAY,DISTRACTION - FROM INSIDE VEHICLE,Y,INCAPACITATING INJURY,8,3,41.8993883046,-87.6802503665,2018,30,POINT (-87.6802503665 41.8993883046),,,,,2018-03-12,True,23,West Town
